,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,classes
0,0.1346567571163177,0.7060307264328003,9.07256669790968e-09,0.2113897055387497,0.7066823244094849,-0.0316488817334175,0.2860821187496185,0.6689408421516418,-0.0505980029702186,0.340457558631897,0.627976655960083,-0.0694572031497955,0.3799136877059936,0.6041916012763977,-0.0889688730239868,0.2657782435417175,0.5203580856323242,-0.0210195966064929,0.3098041117191314,0.4417979717254638,-0.0368356257677078,0.3300042152404785,0.3925235271453857,-0.0497134812176227,0.3446725010871887,0.3494659066200256,-0.059967566281557,0.2251124829053878,0.4847664833068847,-0.0230314806103706,0.2547058463096618,0.3862919211387634,-0.032916747033596,0.2687396109104156,0.3272104263305664,-0.0477797612547874,0.2781971991062164,0.2742726802825928,-0.0616621449589729,0.1820181608200073,0.4749551713466644,-0.0299544259905815,0.1961598843336105,0.3802328109741211,-0.0430205538868904,0.2064229846000671,0.3212268352508545,-0.0614145845174789,0.2145168185234069,0.2715501487255096,-0.0758541226387023,0.1373181641101837,0.4838098883628845,-0.0409629419445991,0.1284128725528717,0.4053313434123993,-0.0530278533697128,0.1240751519799232,0.3545808792114258,-0.0651655867695808,0.1220999360084533,0.3064507246017456,-0.0751316472887992,1
1,0.1916830539703369,0.6874436736106873,1.1051783488369438e-08,0.2634071111679077,0.68165123462677,-0.0347241163253784,0.3339784145355224,0.6424484252929688,-0.0576251707971096,0.3878023624420166,0.6037124991416931,-0.0795646384358406,0.4280381798744201,0.5797935128211975,-0.1021823436021804,0.3042112588882446,0.4965578913688659,-0.0335536524653434,0.3442809283733368,0.4161988198757171,-0.0531289353966712,0.3631069362163543,0.3673804998397827,-0.0678445920348167,0.376653254032135,0.3235849738121032,-0.0793050229549408,0.2630373537540436,0.4654518663883209,-0.0350741781294345,0.2855289876461029,0.3656019568443298,-0.0490585751831531,0.2947554588317871,0.3071890473365783,-0.0647140741348266,0.2995968163013458,0.2536689639091491,-0.0793254896998405,0.2210733443498611,0.4608233273029327,-0.0410651378333568,0.2266918718814849,0.3654376566410064,-0.0575408339500427,0.2302803546190261,0.3060410618782043,-0.0765153616666793,0.2324804365634918,0.2557189166545868,-0.0913717523217201,0.1790205389261245,0.4755089282989502,-0.0509948208928108,0.1618173420429229,0.4005030691623688,-0.0650209933519363,0.1500057876110077,0.3512241542339325,-0.0775301307439804,0.1409421265125274,0.303773283958435,-0.0879163742065429,1
2,0.2017464637756347,0.6921303868293762,1.0469705991056344e-08,0.2749738395214081,0.6830766201019287,-0.0364578291773796,0.346050500869751,0.6392930746078491,-0.0594495348632335,0.3987086415290832,0.5951391458511353,-0.0812177583575248,0.437490314245224,0.5662856101989746,-0.1035339534282684,0.3117503523826599,0.4939298033714294,-0.0313261523842811,0.3502239882946014,0.4126621186733246,-0.0497657731175422,0.3675441145896911,0.3634331226348877,-0.0637775436043739,0.3797091245651245,0.319776177406311,-0.0747063308954238,0.2688031792640686,0.4637892544269562,-0.0317568555474281,0.2890762984752655,0.3632752895355224,-0.0439808331429958,0.2966100573539734,0.3040089607238769,-0.0590290836989879,0.3001833260059356,0.2498976588249206,-0.0732940286397934,0.2261420339345932,0.4607865810394287,-0.0370643362402915,0.2300488352775573,0.3659229278564453,-0.0521499812602996,0.2323380410671234,0.3064141869544983,-0.0705925822257995,0.2336102277040481,0.2558622658252716,-0.0851903334259986,0.1841475367546081,0.4769870042800903,-0.0466169565916061,0.1655089855194091,0.4024810194969177,-0.0598003044724464,0.1534082591533661,0.354428619146347,-0.0718939080834388,0.1442814767360687,0.3079967498779297,-0.0819565579295158,1
3,0.2168003916740417,0.6974541544914246,1.009625982817397e-08,0.2899051606655121,0.6862861514091492,-0.0381514243781566,0.3596978783607483,0.6401318311691284,-0.0617235526442527,0.41055828332901,0.5952659249305725,-0.0838771015405654,0.4484435319900512,0.5676760673522949,-0.106948897242546,0.3233879208564758,0.4953042864799499,-0.0340294912457466,0.3591847121715545,0.4128735959529876,-0.0541458688676357,0.374948114156723,0.3625713586807251,-0.0695659965276718,0.3859234452247619,0.3175296187400818,-0.0813247859477996,0.278896301984787,0.4662368297576904,-0.0341913029551506,0.2970621883869171,0.3649185001850128,-0.048258576542139,0.3037357330322265,0.3049063086509704,-0.0648602396249771,0.3068410754203796,0.2508020102977752,-0.0801504850387573,0.23593071103096,0.4645673632621765,-0.0393855571746826,0.2385714501142501,0.3687942624092102,-0.0562842153012752,0.24044169485569,0.3094533681869507,-0.0765168592333793,0.2417238354682922,0.2592912316322326,-0.0921362042427063,0.1939367651939392,0.4820922017097473,-0.0489342287182807,0.1742645055055618,0.4077458083629608,-0.0638988688588142,0.1630009412765503,0.3602195978164673,-0.0775724053382873,0.1551856696605682,0.3143253922462463,-0.0887273475527763,1
4,0.2290469110012054,0.7036749124526978,9.682712409642136e-09,0.3007203042507171,0.6936045289039612,-0.0375947058200836,0.3677191734313965,0.6477996706962585,-0.0615020766854286,0.4164342284202575,0.6065706610679626,-0.0845826268196106,0.4552785158157348,0.5833766460418701,-0.108867734670639,0.3373985886573791,0.4994907975196838,-0.0321928821504116,0.3728118538856506,0.4182239472866058,-0.052869901061058,0.3881845772266388,0.3676281273365021,-0.0693391785025596,0.3984306156635284,0.3224749863147735,-0.081915870308876,0.2932104468345642,0.4712836146354675,-0.033659853041172,0.3097129762172699,0.368869423866272,-0.0483716838061809,0.3143579363822937,0.3085069060325622,-0.0661085173487663,0.3156376779079437,0.2544944584369659,-0.0822922959923744,0.2503954470157623,0.4705231785774231,-0.0404828414320945,0.253305971622467,0.3747033774852752,-0.0582094155251979,0.2544593811035156,0.3157275319099426,-0.0800253525376319,0.2549933791160583,0.2647392749786377,-0.0968495458364486,0.2077969908714294,0.4896889328956604,-0.0516608767211437,0.1863489001989364,0.4152541756629944,-0.0676995664834976,0.173805296421051,0.3682382106781006,-0.0825784653425216,0.16490039229393,0.3221105337142944,-0.0948135629296302,1
5,0.2435252219438552,0.7057766318321228,9.85741621661873e-09,0.3146383166313171,0.6967183351516724,-0.0385111011564731,0.3826016187667846,0.6507971882820129,-0.0627780780196189,0.4321760833263397,0.6109914183616638,-0.0860628262162208,0.4726238250732422,0.5926148891448975,-0.1106201037764549,0.3530076742172241,0.5045936703681946,-0.034864142537117,0.3892761468887329,0.4237616956233978,-0.0565240420401096,0.4045207500457763,0.3736100792884826,-0.0737171247601509,0.4142152667045593,0.3293622732162475,-0.0868982076644897,0.3091717660427093,0.4759073257446289,-0.0361051596701145,0.3261622190475464,0.3738715648651123,-0.0524174645543098,0.330508828163147,0.315518319606781,-0.0714227855205535,0.3318285048007965,0.2628626525402069,-0.088348738849163,0.2665959596633911,0.4741750359535217,-0.0425406992435455,0.2686107456684112,0.3792595267295837,-0.0616556368768215,0.269206702709198,0.3215728402137756,-0.0850531160831451,0.2695939540863037,0.2708066701889038,-0.102842167019844,0.2241767346858978,0.4927524924278259,-0.0532601177692413,0.202162355184555,0.4196969270706177,-0.0701183378696441,0.1892700791358947,0.3752315640449524,-0.0859985426068306,0.1799340397119522,0.3313780725002289,-0.098976582288742,1
6,0.2546679973602295,0.7046492099761963,9.774730358458328e-09,0.325804591178894,0.693446159362793,-0.0362463966012001,0.3946024775505066,0.6495403051376343,-0.0596389472484588,0.4459311068058014,0.6110565662384033,-0.0826029255986213,0.4885727763175964,0.5904284715652466,-0.1068022698163986,0.365937739610672,0.5054650902748108,-0.030524605885148,0.4023227989673614,0.4258308410644531,-0.0507471598684787,0.4182755947113037,0.3769125342369079,-0.0673765391111373,0.4293071031570434,0.3332647085189819,-0.0801990032196044,0.3238404989242553,0.4768595397472381,-0.0323682762682437,0.3404794037342071,0.3760167360305786,-0.0469815619289875,0.3458815515041351,0.317410409450531,-0.0655526518821716,0.348407119512558,0.2647431492805481,-0.0823345258831977,0.2829633057117462,0.4743621051311493,-0.0393602736294269,0.2855219542980194,0.3810432255268097,-0.0565595179796218,0.2868892848491668,0.3238399624824524,-0.0790309235453605,0.2879335582256317,0.273841917514801,-0.096466064453125,0.2424685508012771,0.4913987517356872,-0.0505535304546356,0.2221719473600387,0.4191392362117767,-0.0657051056623458,0.209716796875,0.3738405108451843,-0.0807407721877098,0.200577974319458,0.3294811844825744,-0.0932845324277877,1
7,0.2668574452400207,0.6921267509460449,8.921681171614182e-09,0.3374194204807281,0.6847037672996521,-0.0347880907356739,0.406797856092453,0.6440023183822632,-0.0569487102329731,0.4589833319187164,0.6053495407104492,-0.0789513513445854,0.4998307824134826,0.5806406140327454,-0.1019477173686027,0.3783739805221557,0.4989778101444244,-0.0256964825093746,0.4163694381713867,0.4202587008476257,-0.0442329943180084,0.4344317018985748,0.3741189241409302,-0.059827335178852,0.4484626948833465,0.3325119018554687,-0.0719623416662216,0.3377250134944916,0.4695703387260437,-0.0274364314973354,0.3547477722167969,0.3726062774658203,-0.0397687852382659,0.3629733324050903,0.3162893652915954,-0.0571211352944374,0.3689276576042175,0.2647753655910492,-0.0730344876646995,0.2974598407745361,0.4664428234100342,-0.0344350822269916,0.3001169860363006,0.3749164938926697,-0.0494007617235183,0.3024486899375915,0.3180316090583801,-0.0702584460377693,0.3049533069133758,0.2686510682106018,-0.0867197960615158,0.2577066421508789,0.4830040037631988,-0.0456252805888652,0.2392182648181915,0.4110719561576843,-0.0589081458747386,0.2280271500349044,0.3652958571910858,-0.0725143179297447,0.219957485795021,0.3208396732807159,-0.0839878171682357,1
8,0.2811582684516907,0.6763710975646973,9.07025121676952e-09,0.3480146825313568,0.6691107153892517,-0.0354246981441974,0.4141773581504822,0.6317452788352966,-0.0579717941582202,0.4643439054489136,0.5957830548286438,-0.0800720155239105,0.5048074722290039,0.5727757215499878,-0.1031241118907928,0.3914694488048553,0.4925014674663543,-0.0276227239519357,0.4296366572380066,0.4170989394187927,-0.0463668890297412,0.4476938843727112,0.3726601302623749,-0.0617883540689945,0.4611408114433288,0.3320144116878509,-0.0737180411815643,0.3525660336017608,0.462574303150177,-0.0286815613508224,0.3706694841384887,0.3677198886871338,-0.0418631844222545,0.3792407512664795,0.3128930330276489,-0.0591561943292617,0.3852165937423706,0.2626127600669861,-0.0748019814491272,0.3134243786334991,0.4579831063747406,-0.0348443649709224,0.3166501224040985,0.3681550621986389,-0.0504856817424297,0.3193125128746032,0.3129241466522217,-0.0712495669722557,0.3219504356384277,0.2644608318805694,-0.0873870700597763,0.273851215839386,0.4726096391677856,-0.0451016388833522,0.2566767334938049,0.4012982249259949,-0.0588082820177078,0.2461279332637787,0.3565456867218017,-0.0723743811249733,0.2385847717523574,0.3128724694252014,-0.08368531614542,1
9,0.2944428920745849,0.6578359603881836,8.675830720505928e-09,0.3593485951423645,0.6534397602081299,-0.0322897173464298,0.4244483411312103,0.6174425482749939,-0.0529618225991725,0.4739713668823242,0.5831699371337891,-0.073307879269123,0.5146910548210144,0.5633466839790344,-0.0946759134531021,0.4031642377376556,0.4842687845230102,-0.0268778838217258,0.4401303827762604,0.4109636545181274,-0.0449822433292865,0.4576358497142792,0.3674575686454773,-0.0593808740377426,0.4706550240516662,0.3279586434364319,-0.0704845339059829,0.3660846352577209,0.4542300701141357,-0.028456537052989,0.3849176466464996,0.3621139526367187,-0.0414336845278739,0.393923819065094,0.3086875677108764,-0.0576495118439197,0.4004856050014496,0.2594398856163025,-0.0722575336694717,0.3282110691070556,0.4482526183128357,-0.0346290655434131,0.3326669633388519,0.3603759706020355,-0.0501997955143451,0.3357644379138946,0.3058547675609588,-0.0698954835534095,0.338739812374115,0.258395791053772,-0.0849516987800598,0.2896675765514374,0.4608435332775116,-0.0444416441023349,0.2739959359169006,0.390942633152008,-0.0579327829182148,0.2638522386550903,0.3468484580516815,-0.0706848353147506,0.256273865699768,0.303943395614624,-0.0811788514256477,1
